Order_ID,Product_Category,Product_Price,Order_Quantity,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Seller_Rating,Product_Rating,Previous_Returns,Customer_Type,Product_Review_Count,Order_Value
ORD102105,Home,18001.09,2,59,Female,City69,Credit Card,Express,18.04,3.5,3.0,4,Regular,1489,36002.18
ORD102106,Books,1930.0,1,56,Male,City63,Gift Card,Next-Day,9.85,4.3,2.7,8,Frequent,820,1930.0
ORD102107,Books,611.96,2,20,Female,City8,Credit Card,Express,5.5,4.8,4.3,3,New,458,1223.92
ORD102108,Toys,8663.12,2,24,Female,City83,Gift Card,Express,29.27,4.9,4.0,0,Regular,1586,17326.24
ORD102109,Books,242.35,5,68,Male,City5,Gift Card,Standard,13.74,4.6,3.8,2,Regular,748,1211.75
ORD102110,Toys,2533.24,3,40,Male,City76,Credit Card,Standard,35.29,4.7,4.2,0,Frequent,1341,7599.72
ORD102111,Clothing,2818.87,2,61,Female,City86,Gift Card,Standard,37.07,4.5,4.2,1,New,1679,5637.74
ORD102112,Electronics,97012.13,1,56,Male,City87,PayPal,Standard,9.1,3.6,3.8,6,Loyal,1425,97012.13
ORD102113,Clothing,985.34,2,68,Female,City57,Debit Card,Express,27.59,4.0,4.0,1,Loyal,2573,1970.68
ORD102114,Electronics,47690.08,1,54,Female,City40,PayPal,Standard,15.8,3.6,4.0,7,Frequent,974,47690.08
ORD102115,Books,1050.71,4,21,Female,City87,Debit Card,Standard,11.82,4.2,4.6,1,Regular,1394,4202.84
ORD102116,Home,24481.01,2,24,Female,City51,PayPal,Next-Day,30.29,3.5,3.7,3,Regular,170,48962.02
ORD102117,Toys,7536.82,2,60,Female,City77,Debit Card,Next-Day,35.82,4.4,4.3,3,Loyal,228,15073.64
ORD102118,Home,14946.31,1,51,Female,City90,PayPal,Express,31.72,4.4,4.6,0,Regular,1709,14946.31
ORD102119,Home,19496.92,5,22,Female,City21,PayPal,Express,10.3,3.9,3.4,7,Frequent,1297,97484.6
ORD102120,Clothing,3556.52,3,23,Male,City7,Credit Card,Standard,32.42,4.0,3.6,1,Frequent,878,10669.56
ORD102121,Clothing,847.32,4,70,Female,City68,Gift Card,Next-Day,18.04,4.5,5.0,0,Frequent,481,3389.28
ORD102122,Clothing,5483.95,2,33,Male,City91,Debit Card,Next-Day,47.49,3.5,3.4,7,Loyal,4380,10967.9
ORD102123,Home,20579.83,5,49,Male,City84,Credit Card,Express,31.21,4.0,3.3,2,Regular,2225,102899.15
ORD102124,Toys,1780.88,3,18,Male,City80,Gift Card,Next-Day,16.76,3.9,4.8,3,Regular,1374,5342.64
ORD102125,Toys,6959.01,5,62,Male,City33,PayPal,Standard,16.87,3.9,4.3,8,Regular,811,34795.05
ORD102126,Electronics,116669.5,4,36,Female,City75,PayPal,Next-Day,15.85,4.2,3.9,2,Regular,1663,466678.0
ORD102127,Books,1374.8,4,61,Female,City35,PayPal,Next-Day,11.2,4.7,4.1,2,Regular,836,5499.2
ORD102128,Toys,8038.8,5,35,Male,City32,Credit Card,Standard,36.14,3.7,3.7,3,Regular,1418,40194.0
ORD102129,Books,1917.3,2,21,Female,City56,Debit Card,Standard,5.03,4.6,4.2,3,New,721,3834.6
ORD102130,Books,232.31,5,37,Male,City83,Gift Card,Next-Day,9.6,3.6,4.0,2,New,269,1161.55
ORD102131,Clothing,5171.22,3,31,Male,City84,Debit Card,Standard,31.39,5.0,4.1,3,New,4668,15513.66
ORD102132,Toys,3240.99,4,44,Male,City50,Gift Card,Express,29.42,4.3,4.8,3,Frequent,602,12963.96
ORD102133,Books,1815.25,4,43,Female,City62,Debit Card,Express,17.88,4.4,4.5,0,Loyal,173,7261.0
ORD102134,Books,1707.19,4,18,Male,City91,PayPal,Express,7.4,3.9,4.6,3,Frequent,817,6828.76
ORD102135,Home,21222.92,4,45,Male,City10,Gift Card,Next-Day,26.83,4.0,4.1,6,Regular,455,84891.68
ORD102136,Toys,7195.22,5,58,Female,City89,Credit Card,Express,33.85,4.0,2.8,6,Regular,1463,35976.1
ORD102137,Home,4214.28,3,30,Female,City62,PayPal,Next-Day,22.73,3.1,3.4,8,Loyal,672,12642.84
ORD102138,Electronics,28000.29,4,20,Female,City72,PayPal,Next-Day,15.5,2.9,3.4,1,Regular,2655,112001.16
ORD102139,Books,464.52,5,66,Male,City21,Gift Card,Standard,14.35,3.1,2.7,7,Regular,518,2322.6
ORD102140,Books,1014.59,5,41,Male,City94,Debit Card,Standard,16.31,3.2,3.3,4,Frequent,1461,5072.95
ORD102141,Electronics,52669.58,4,50,Male,City22,Gift Card,Express,8.38,4.1,4.9,1,Regular,1129,210678.32
ORD102142,Home,11044.7,2,25,Male,City84,Gift Card,Next-Day,28.05,4.0,4.9,3,Frequent,2453,22089.4
ORD102143,Home,1460.2,4,55,Female,City53,Debit Card,Next-Day,29.51,4.2,4.3,2,Regular,2265,5840.8
ORD102144,Home,27653.1,3,26,Male,City51,Debit Card,Express,32.34,4.2,4.2,0,Loyal,506,82959.3
ORD102145,Books,620.98,2,61,Female,City97,PayPal,Next-Day,14.88,3.7,2.8,2,Frequent,628,1241.96
ORD102146,Clothing,535.5,3,55,Female,City72,Credit Card,Next-Day,25.52,3.1,4.2,5,Regular,512,1606.5
ORD102147,Books,784.09,5,32,Male,City65,Credit Card,Express,13.67,3.9,3.5,1,Regular,1136,3920.45
ORD102148,Electronics,20466.68,5,37,Female,City61,Gift Card,Standard,17.57,3.3,3.6,9,Regular,1744,102333.4
ORD102149,Clothing,5917.09,4,41,Male,City96,Debit Card,Standard,37.71,4.1,3.1,3,Frequent,2630,23668.36
ORD102150,Books,249.16,5,29,Female,City86,Debit Card,Express,17.21,4.1,5.0,2,Regular,1252,1245.8
ORD102151,Books,842.17,5,65,Male,City12,PayPal,Express,13.43,4.1,3.2,4,Frequent,1298,4210.85
ORD102152,Electronics,43024.1,3,28,Female,City72,Gift Card,Next-Day,16.0,3.0,3.1,3,Regular,1978,129072.3
ORD102153,Electronics,53087.81,4,44,Male,City42,Credit Card,Express,8.04,2.9,3.0,9,Frequent,983,212351.24
ORD102154,Books,233.53,5,23,Male,City69,Credit Card,Next-Day,6.5,3.9,4.1,1,Frequent,1464,1167.65
ORD102155,Clothing,2107.68,4,37,Female,City49,Gift Card,Standard,42.45,4.2,4.5,2,Loyal,874,8430.72
ORD102156,Toys,3908.09,1,36,Female,City60,PayPal,Standard,15.34,3.0,3.0,6,Frequent,1073,3908.09
ORD102157,Home,5939.83,2,62,Female,City83,Debit Card,Standard,14.19,3.0,3.4,7,Frequent,2106,11879.66
ORD102158,Books,263.65,5,62,Male,City47,Debit Card,Express,5.11,3.6,2.9,7,Regular,556,1318.25
ORD102159,Home,25606.77,5,67,Male,City4,PayPal,Next-Day,11.82,4.7,4.3,0,Regular,1161,128033.85
ORD102160,Electronics,87280.58,5,57,Male,City97,Debit Card,Standard,17.13,4.0,4.0,4,Regular,2047,436402.9
ORD102161,Toys,4159.37,3,48,Male,City44,PayPal,Standard,17.76,4.4,4.7,2,Frequent,1136,12478.11
ORD102162,Toys,1629.65,1,19,Female,City88,PayPal,Next-Day,24.49,4.2,3.5,8,Frequent,576,1629.65
ORD102163,Books,1053.15,3,23,Female,City16,Credit Card,Express,9.48,3.0,3.7,9,Regular,645,3159.45
ORD102164,Electronics,110785.87,3,42,Female,City30,Debit Card,Next-Day,6.5,4.1,4.9,2,New,2686,332357.61
ORD102165,Clothing,3390.36,1,41,Female,City41,PayPal,Next-Day,42.92,4.9,4.0,2,Frequent,2378,3390.36
ORD102166,Clothing,1411.6,2,64,Male,City63,Debit Card,Next-Day,35.62,4.3,4.1,2,New,3922,2823.2
ORD102167,Electronics,71273.98,4,42,Female,City54,PayPal,Next-Day,12.86,4.9,4.3,1,Frequent,2589,285095.92
ORD102168,Home,7942.29,3,27,Male,City22,PayPal,Express,30.86,4.0,4.7,1,Regular,1781,23826.87
ORD102169,Clothing,3750.94,1,64,Female,City27,Debit Card,Express,30.94,3.5,4.2,4,New,4718,3750.94
ORD102170,Clothing,4658.4,4,58,Male,City80,PayPal,Standard,19.59,3.3,3.1,4,Loyal,1862,18633.6
ORD102171,Books,1345.67,4,33,Male,City39,Gift Card,Express,13.07,4.6,4.3,0,Regular,117,5382.68
ORD102172,Toys,8647.17,5,52,Female,City87,PayPal,Express,39.05,3.5,4.3,6,Frequent,126,43235.85
ORD102173,Clothing,2181.44,3,35,Female,City20,Gift Card,Next-Day,35.21,4.8,4.1,2,Regular,4592,6544.32
ORD102174,Home,18703.86,1,62,Male,City38,Credit Card,Standard,27.42,4.0,4.1,0,Regular,1332,18703.86
ORD102175,Home,9810.05,4,20,Male,City92,Debit Card,Next-Day,16.49,4.0,4.3,0,Regular,2235,39240.2
ORD102176,Electronics,33979.01,3,58,Male,City61,Credit Card,Next-Day,17.89,3.2,3.4,2,Loyal,2585,101937.03
ORD102177,Clothing,1870.33,2,66,Male,City37,Credit Card,Next-Day,33.31,4.2,4.2,2,Frequent,2599,3740.66
ORD102178,Toys,7755.28,1,60,Male,City95,Debit Card,Express,10.44,3.6,3.5,9,Loyal,1860,7755.28
ORD102179,Clothing,4245.83,1,28,Female,City22,Gift Card,Express,19.48,3.9,4.3,3,Regular,2400,4245.83
ORD102180,Electronics,79358.9,3,32,Female,City66,Credit Card,Express,10.84,3.0,2.8,3,Regular,2650,238076.7
ORD102181,Home,20641.85,2,45,Female,City70,PayPal,Express,26.49,4.1,3.9,1,Regular,520,41283.7
ORD102182,Books,1660.99,1,63,Female,City74,Debit Card,Standard,19.21,4.5,3.4,8,New,1182,1660.99
ORD102183,Toys,1354.76,2,57,Male,City94,Credit Card,Next-Day,31.27,3.9,4.4,2,Regular,1920,2709.52
ORD102184,Electronics,119911.81,5,41,Male,City65,Debit Card,Express,12.9,2.8,2.8,9,New,1409,599559.05
ORD102185,Electronics,17320.29,5,31,Male,City76,Gift Card,Next-Day,17.19,4.9,4.3,0,Loyal,2588,86601.45
ORD102186,Books,625.38,5,66,Male,City78,Credit Card,Express,5.88,4.5,4.9,3,New,666,3126.9
ORD102187,Clothing,4458.35,5,53,Male,City18,Credit Card,Standard,28.81,4.6,3.8,3,Regular,3758,22291.75
ORD102188,Toys,819.17,1,22,Female,City43,Credit Card,Standard,39.01,2.9,4.1,3,New,1072,819.17
ORD102189,Electronics,76951.12,4,33,Male,City37,Credit Card,Express,5.17,4.1,4.8,1,New,552,307804.48
ORD102190,Clothing,2332.37,3,56,Male,City44,PayPal,Next-Day,32.87,4.4,4.7,1,Regular,1172,6997.11
ORD102191,Home,17731.79,2,54,Male,City41,PayPal,Standard,23.0,3.8,2.6,7,Regular,2261,35463.58
ORD102192,Electronics,34574.52,1,22,Female,City96,Credit Card,Next-Day,18.42,3.0,3.1,2,Regular,793,34574.52
ORD102193,Electronics,33784.9,2,26,Female,City86,PayPal,Standard,9.32,4.9,3.9,0,New,1988,67569.8
ORD102194,Electronics,98516.62,2,60,Female,City88,PayPal,Standard,19.67,3.2,3.8,4,New,2144,197033.24
ORD102195,Home,19780.88,5,55,Female,City35,Gift Card,Express,11.41,4.6,4.4,3,New,1139,98904.4
ORD102196,Home,26727.06,2,62,Male,City99,Gift Card,Express,13.9,4.8,4.6,3,Loyal,1564,53454.12
ORD102197,Toys,8811.98,2,68,Female,City34,Debit Card,Standard,35.09,4.1,2.9,1,Frequent,1816,17623.96
ORD102198,Electronics,65199.37,3,31,Female,City6,Gift Card,Next-Day,13.41,4.3,2.8,3,Regular,2957,195598.11
ORD102199,Electronics,64804.11,1,19,Male,City17,Gift Card,Next-Day,13.77,3.3,4.2,9,Loyal,1991,64804.11
ORD102200,Clothing,1086.96,3,39,Male,City41,PayPal,Standard,24.36,4.3,4.4,3,Frequent,107,3260.88
ORD102201,Home,14918.37,4,68,Female,City80,PayPal,Standard,22.24,3.7,3.9,4,New,1146,59673.48
ORD102202,Books,315.35,1,56,Female,City43,PayPal,Express,10.97,4.3,4.3,1,Regular,648,315.35
ORD102203,Home,15668.06,5,38,Male,City98,Debit Card,Next-Day,20.7,4.2,4.7,1,New,1672,78340.3
ORD102204,Toys,8790.17,5,62,Female,City11,PayPal,Next-Day,11.05,4.1,3.5,7,New,1272,43950.85
ORD102205,Books,330.11,4,18,Male,City5,Credit Card,Standard,18.13,4.8,3.8,1,Frequent,949,1320.44
ORD102206,Books,544.25,1,35,Female,City61,Gift Card,Next-Day,17.02,4.3,3.7,4,New,724,544.25
ORD102207,Home,12665.5,5,58,Male,City27,Gift Card,Standard,15.44,4.4,4.9,0,Frequent,480,63327.5
ORD102208,Toys,8809.6,5,63,Female,City45,Debit Card,Next-Day,19.0,4.9,4.1,3,New,1122,44048.0
ORD102209,Toys,847.17,3,52,Female,City98,Credit Card,Next-Day,37.94,4.6,4.7,2,Loyal,1550,2541.51
ORD102210,Books,1000.75,1,69,Female,City67,Credit Card,Next-Day,11.29,4.6,4.3,1,Regular,683,1000.75
ORD102211,Books,1431.39,3,50,Male,City81,Debit Card,Express,13.64,4.6,4.6,1,New,529,4294.17
ORD102212,Home,13046.82,5,37,Female,City4,Debit Card,Next-Day,10.53,4.4,4.2,0,Regular,776,65234.1
ORD102213,Books,586.95,4,53,Female,City24,PayPal,Standard,9.35,4.3,3.5,5,Frequent,983,2347.8
ORD102214,Toys,8971.7,3,43,Male,City40,Credit Card,Standard,37.63,3.9,4.0,3,Regular,1899,26915.1
ORD102215,Electronics,56954.07,5,31,Female,City80,PayPal,Standard,17.86,4.2,4.6,2,Regular,1548,284770.35
ORD102216,Home,8134.28,1,46,Male,City44,Debit Card,Standard,25.65,3.6,2.7,1,Loyal,2184,8134.28
ORD102217,Books,1135.4,4,33,Female,City2,PayPal,Next-Day,11.49,4.3,3.2,9,Frequent,764,4541.6
ORD102218,Electronics,99749.57,3,31,Female,City36,Credit Card,Express,16.57,4.0,3.0,9,Frequent,628,299248.71
ORD102219,Books,541.77,3,31,Female,City90,Debit Card,Express,17.89,4.8,4.7,1,Frequent,115,1625.31
ORD102220,Toys,8053.87,3,26,Female,City39,PayPal,Next-Day,13.91,4.5,3.5,8,Frequent,1615,24161.61
ORD102221,Electronics,63209.54,4,70,Female,City44,Gift Card,Standard,10.64,4.5,3.3,9,Frequent,2366,252838.16
ORD102222,Toys,2552.37,3,20,Female,City79,Gift Card,Next-Day,12.48,4.2,3.8,4,Loyal,560,7657.11
ORD102223,Clothing,3515.46,1,65,Male,City59,Debit Card,Next-Day,23.54,4.0,4.2,5,Regular,238,3515.46
ORD102224,Books,779.96,5,64,Female,City12,Debit Card,Express,10.01,4.2,2.6,1,New,248,3899.8
ORD102225,Electronics,70568.6,5,65,Male,City22,Gift Card,Standard,11.77,4.2,4.0,2,New,974,352843.0
ORD102226,Books,1947.0,1,64,Male,City70,PayPal,Next-Day,13.7,4.2,4.6,1,Regular,147,1947.0
ORD102227,Electronics,105082.07,3,53,Female,City39,Debit Card,Express,7.69,3.9,5.0,1,New,1500,315246.21
ORD102228,Electronics,101153.73,4,40,Female,City47,Debit Card,Next-Day,10.41,4.6,4.3,0,Regular,1834,404614.92
ORD102229,Home,19229.4,5,48,Female,City90,PayPal,Express,27.19,4.9,4.8,0,Regular,1763,96147.0
ORD102230,Electronics,37259.44,1,25,Male,City62,Gift Card,Next-Day,7.79,4.5,4.4,1,New,685,37259.44
ORD102231,Toys,3882.05,1,69,Female,City9,Debit Card,Express,12.84,4.4,4.7,1,Loyal,1355,3882.05
ORD102232,Books,516.1,3,65,Male,City20,Credit Card,Express,8.63,3.7,2.8,6,Regular,475,1548.3
ORD102233,Books,1486.5,1,26,Female,City78,Debit Card,Next-Day,10.71,4.4,3.7,7,Loyal,850,1486.5
ORD102234,Electronics,90063.2,5,18,Male,City74,Gift Card,Standard,6.93,4.8,4.3,0,Regular,682,450316.0
ORD102235,Clothing,2111.38,4,25,Female,City93,Credit Card,Standard,28.49,3.7,2.7,9,Regular,2047,8445.52
ORD102236,Clothing,1087.78,1,39,Female,City68,PayPal,Express,46.58,4.9,4.3,0,Loyal,3219,1087.78
ORD102237,Electronics,75940.57,3,20,Male,City59,Credit Card,Standard,8.75,3.8,3.9,3,Regular,1091,227821.71
ORD102238,Electronics,15320.35,5,31,Female,City77,Debit Card,Next-Day,16.17,3.9,3.9,0,Frequent,1166,76601.75
ORD102239,Toys,6316.81,4,55,Male,City82,Debit Card,Standard,39.15,4.2,4.1,1,Regular,1166,25267.24
ORD102240,Clothing,2120.32,5,69,Female,City32,Gift Card,Next-Day,43.59,3.2,3.6,8,Regular,2342,10601.6
ORD102241,Toys,3626.99,2,30,Female,City38,Credit Card,Next-Day,10.55,3.6,3.9,6,Regular,1505,7253.98
ORD102242,Toys,9995.34,4,60,Female,City14,PayPal,Next-Day,13.78,4.5,4.2,1,Frequent,1970,39981.36
ORD102243,Clothing,764.33,1,29,Female,City84,PayPal,Standard,48.44,3.7,4.2,2,New,2595,764.33
ORD102244,Electronics,32507.24,3,21,Female,City28,Credit Card,Next-Day,19.77,3.5,2.6,7,Loyal,2376,97521.72
ORD102245,Electronics,43171.46,2,56,Female,City68,Credit Card,Standard,8.41,3.6,3.5,4,New,1402,86342.92
ORD102246,Home,14525.86,4,61,Male,City22,PayPal,Standard,12.1,4.7,4.2,3,Regular,1187,58103.44
ORD102247,Toys,8605.46,1,60,Female,City2,Debit Card,Next-Day,34.99,4.0,4.6,1,Loyal,1922,8605.46
ORD102248,Books,1216.72,2,31,Female,City70,Credit Card,Next-Day,5.46,3.9,4.5,2,Loyal,1256,2433.44
ORD102249,Electronics,78244.08,5,25,Male,City32,Gift Card,Express,9.32,3.4,2.7,8,Regular,675,391220.4
ORD102250,Books,995.21,5,54,Female,City23,Debit Card,Next-Day,8.63,3.8,4.2,3,Regular,399,4976.05
ORD102251,Clothing,3758.49,4,57,Female,City24,Credit Card,Standard,22.86,3.2,3.7,4,Regular,1142,15033.96
ORD102252,Clothing,4594.55,4,58,Female,City8,Gift Card,Express,47.13,4.0,4.4,1,Regular,1826,18378.2
ORD102253,Books,1635.29,1,47,Male,City40,Credit Card,Next-Day,16.86,3.9,4.0,1,Regular,346,1635.29
ORD102254,Books,585.59,1,52,Female,City100,Credit Card,Express,8.85,3.5,3.1,7,Regular,254,585.59
ORD102255,Clothing,3701.54,2,58,Male,City81,Credit Card,Express,35.21,5.0,4.9,3,New,2429,7403.08
ORD102256,Toys,4292.3,3,57,Female,City8,Credit Card,Next-Day,15.29,4.2,4.6,1,Regular,1708,12876.9
ORD102257,Home,975.7,4,59,Male,City38,PayPal,Next-Day,22.74,4.8,4.2,3,Frequent,1131,3902.8
ORD102258,Books,1345.31,1,34,Male,City32,PayPal,Standard,8.46,4.3,4.9,0,Frequent,875,1345.31
ORD102259,Books,683.63,3,42,Male,City11,Debit Card,Express,11.17,3.5,3.6,1,Regular,1346,2050.89
ORD102260,Clothing,5173.76,5,70,Male,City36,Debit Card,Next-Day,45.2,3.8,4.4,3,Frequent,428,25868.8
ORD102261,Toys,3036.7,2,45,Male,City39,Gift Card,Next-Day,33.48,4.7,4.8,2,Frequent,878,6073.4
ORD102262,Toys,1576.72,1,56,Male,City64,PayPal,Standard,27.69,4.3,4.2,3,Regular,673,1576.72
ORD102263,Toys,397.59,1,28,Female,City28,Credit Card,Next-Day,29.85,4.6,4.1,0,Frequent,158,397.59
ORD102264,Clothing,785.17,5,62,Female,City10,Debit Card,Express,40.11,4.3,4.9,0,Regular,2785,3925.85
ORD102265,Electronics,64759.19,4,25,Female,City20,Gift Card,Express,7.82,4.7,4.0,2,New,2772,259036.76
ORD102266,Home,28338.99,4,38,Female,City61,Debit Card,Standard,27.41,4.9,4.2,2,Regular,1943,113355.96
ORD102267,Electronics,66554.11,1,36,Male,City84,Credit Card,Express,11.85,3.2,3.0,9,Frequent,1679,66554.11
ORD102268,Home,3570.61,3,43,Female,City12,Debit Card,Express,10.04,3.0,3.7,3,New,2010,10711.83
ORD102269,Books,1191.82,3,40,Female,City79,Gift Card,Standard,14.7,4.3,4.2,3,Regular,498,3575.46
ORD102270,Books,925.64,3,19,Male,City86,PayPal,Standard,19.68,4.2,4.4,1,Regular,1114,2776.92
ORD102271,Home,19822.78,5,34,Female,City6,Credit Card,Express,31.33,3.6,3.6,2,Frequent,1276,99113.9
ORD102272,Clothing,5388.26,2,40,Female,City56,Debit Card,Next-Day,39.15,3.2,3.9,8,Regular,2661,10776.52
ORD102273,Clothing,5087.48,4,38,Male,City12,Gift Card,Standard,44.56,4.9,5.0,3,Regular,463,20349.92
ORD102274,Books,411.72,2,36,Female,City85,Debit Card,Next-Day,13.9,4.0,3.3,7,Regular,994,823.44
ORD102275,Electronics,24764.22,3,30,Female,City48,Gift Card,Standard,11.41,2.9,4.1,8,Regular,835,74292.66
ORD102276,Clothing,894.94,4,35,Male,City72,Gift Card,Standard,36.88,3.3,3.4,5,Loyal,453,3579.76
ORD102277,Toys,566.4,2,34,Female,City16,PayPal,Express,26.47,4.4,4.4,1,Frequent,614,1132.8
ORD102278,Clothing,3565.75,5,19,Female,City85,Credit Card,Next-Day,40.38,4.7,4.2,3,Regular,3157,17828.75
ORD102279,Toys,2495.26,3,38,Female,City2,Credit Card,Next-Day,37.12,3.9,4.4,1,Regular,1158,7485.78
ORD102280,Electronics,65727.69,4,49,Female,City75,PayPal,Standard,16.72,3.2,2.8,9,Regular,1276,262910.76
ORD102281,Books,502.84,3,52,Female,City25,Debit Card,Next-Day,12.97,4.2,4.8,0,Frequent,606,1508.52
ORD102282,Clothing,3639.9,1,63,Male,City42,Gift Card,Express,36.96,4.0,5.0,1,Regular,263,3639.9
ORD102283,Books,1149.43,3,69,Male,City74,Gift Card,Express,8.69,3.6,3.0,5,Regular,881,3448.29
ORD102284,Home,948.39,5,31,Male,City36,Gift Card,Express,18.6,3.9,3.8,2,New,658,4741.95
ORD102285,Books,1980.51,1,66,Female,City51,Gift Card,Express,9.61,4.7,4.5,0,Frequent,1081,1980.51
ORD102286,Clothing,1982.26,1,49,Female,City75,Gift Card,Standard,32.83,3.8,3.5,8,New,4154,1982.26
ORD102287,Electronics,45664.42,2,51,Female,City63,Debit Card,Express,8.39,3.7,2.7,8,Regular,2566,91328.84
ORD102288,Clothing,1523.71,1,31,Male,City46,Gift Card,Express,40.3,4.3,2.8,6,Regular,4903,1523.71
ORD102289,Home,1553.93,4,69,Female,City3,Gift Card,Standard,33.78,4.1,3.0,1,Regular,444,6215.72
ORD102290,Books,373.08,5,39,Male,City32,Credit Card,Express,8.55,3.4,4.0,4,Regular,688,1865.4
ORD102291,Clothing,5368.11,1,31,Male,City63,PayPal,Express,25.71,3.4,3.3,9,Regular,4423,5368.11
ORD102292,Home,7819.04,2,63,Female,City28,PayPal,Next-Day,29.9,3.7,4.1,9,Regular,593,15638.08
ORD102293,Books,1447.78,4,64,Male,City79,Debit Card,Standard,13.36,4.6,4.4,0,Regular,534,5791.12
ORD102294,Books,179.57,5,53,Female,City63,Credit Card,Express,8.73,4.0,4.8,2,New,658,897.85
ORD102295,Electronics,113411.84,4,41,Female,City59,Gift Card,Next-Day,13.08,5.0,4.2,1,Regular,2913,453647.36
ORD102296,Home,12962.79,2,19,Male,City3,PayPal,Express,20.22,4.7,4.9,0,Regular,2067,25925.58
ORD102297,Home,3284.01,3,35,Female,City24,Gift Card,Standard,24.19,4.7,4.6,0,Frequent,488,9852.03
ORD102298,Books,714.22,2,29,Female,City4,Debit Card,Express,16.28,3.7,2.8,3,New,1093,1428.44
ORD102299,Books,1029.4,1,68,Female,City81,Credit Card,Express,5.45,4.8,4.0,3,Frequent,1042,1029.4
ORD102300,Books,1159.6,2,45,Male,City53,Credit Card,Standard,17.25,3.7,3.4,4,Regular,1091,2319.2
ORD102301,Electronics,17790.46,1,56,Male,City74,PayPal,Express,13.34,4.1,3.1,7,Regular,809,17790.46
ORD102302,Electronics,95413.75,3,44,Female,City60,Debit Card,Express,12.37,3.3,3.0,4,Regular,1042,286241.25
ORD102303,Books,784.93,5,34,Male,City53,PayPal,Next-Day,7.64,4.1,4.7,3,Regular,1221,3924.65
ORD102304,Electronics,33922.55,3,20,Female,City69,Credit Card,Next-Day,9.31,4.4,3.9,3,Frequent,1264,101767.65
ORD102305,Electronics,87182.88,4,26,Female,City14,Gift Card,Standard,13.82,3.1,2.6,9,Regular,1123,348731.52
ORD102306,Toys,4551.97,4,35,Female,City59,Credit Card,Express,11.72,4.0,4.2,0,Loyal,1432,18207.88
ORD102307,Home,12093.63,3,53,Male,City91,PayPal,Next-Day,31.24,4.7,4.3,0,New,708,36280.89
ORD102308,Toys,6674.87,3,54,Female,City63,Credit Card,Standard,19.87,4.4,4.9,2,Regular,1163,20024.61
ORD102309,Toys,4167.57,3,38,Female,City36,PayPal,Express,31.5,4.4,4.1,2,Frequent,519,12502.71
ORD102310,Clothing,1788.75,1,51,Female,City5,Debit Card,Next-Day,35.53,4.1,3.4,3,Loyal,447,1788.75
ORD102311,Toys,1380.09,2,52,Female,City35,Debit Card,Express,25.12,2.9,3.3,8,Loyal,1737,2760.18
ORD102312,Clothing,3876.73,1,58,Female,City91,Credit Card,Standard,43.62,4.2,4.3,3,New,3316,3876.73
ORD102313,Electronics,117060.09,3,51,Male,City81,PayPal,Standard,10.86,4.3,4.3,3,Regular,1041,351180.27
ORD102314,Home,1284.78,2,50,Female,City90,Gift Card,Standard,16.12,4.1,2.8,8,New,2241,2569.56
ORD102315,Books,778.33,2,50,Male,City31,Credit Card,Express,5.45,4.4,3.6,6,Loyal,1091,1556.66
ORD102316,Home,13672.83,3,52,Male,City41,Credit Card,Standard,26.92,3.9,4.5,0,New,1312,41018.49
ORD102317,Home,20033.34,5,21,Female,City73,Gift Card,Next-Day,19.2,4.7,4.4,3,New,1106,100166.7
ORD102318,Electronics,65455.42,4,30,Female,City22,Debit Card,Next-Day,7.7,4.0,3.8,3,Frequent,1714,261821.68
ORD102319,Clothing,1293.72,1,47,Male,City84,Debit Card,Standard,40.41,3.1,3.3,7,Frequent,3971,1293.72
ORD102320,Home,24523.64,4,66,Male,City85,Debit Card,Next-Day,15.27,3.8,4.2,3,Frequent,1145,98094.56
ORD102321,Electronics,99145.19,4,54,Male,City50,Debit Card,Standard,16.06,3.6,4.2,6,Regular,2364,396580.76
ORD102322,Electronics,47764.31,4,66,Male,City73,Debit Card,Next-Day,14.7,4.1,2.5,1,Frequent,1297,191057.24
ORD102323,Books,887.16,2,34,Male,City1,Credit Card,Next-Day,15.59,4.2,4.2,1,Regular,328,1774.32
ORD102324,Toys,5209.56,4,66,Female,City51,Credit Card,Express,14.29,4.4,3.9,3,Frequent,403,20838.24
ORD102325,Books,874.96,1,19,Female,City44,Debit Card,Next-Day,7.83,3.9,3.9,9,Frequent,467,874.96
ORD102326,Toys,6492.9,1,52,Male,City49,Credit Card,Express,31.73,3.9,4.5,0,Regular,693,6492.9
ORD102327,Electronics,61695.53,5,29,Female,City55,Gift Card,Next-Day,19.56,4.3,2.9,2,New,2641,308477.65
ORD102328,Electronics,17274.92,2,45,Female,City43,Credit Card,Standard,5.9,4.2,2.8,2,Regular,2266,34549.84
ORD102329,Toys,7632.17,1,50,Female,City76,Debit Card,Standard,36.29,4.8,4.5,2,Frequent,175,7632.17
ORD102330,Electronics,98752.92,5,60,Male,City88,Credit Card,Standard,8.31,3.9,4.0,2,Regular,2789,493764.6
ORD102331,Books,917.93,1,29,Female,City19,Debit Card,Express,5.65,4.4,4.4,0,Regular,1256,917.93
ORD102332,Home,25142.38,5,45,Female,City84,Credit Card,Express,31.18,4.5,3.0,2,New,893,125711.9
ORD102333,Books,1609.45,3,31,Male,City61,PayPal,Next-Day,6.64,4.5,4.2,1,Frequent,76,4828.35
